"id","brgyCode","brgyDesc","regCode","provCode","citymunCode"
"241","012812020","Bgy. No. 59-B, Dibua North","01","0128","012812"
"242","012812021","Bgy. No. 59-A, Dibua South","01","0128","012812"
"243","012812022","Bgy. No. 34-B, Gabu Norte East","01","0128","012812"
"244","012812023","Bgy. No. 34-A, Gabu Norte West","01","0128","012812"
"245","012812024","Bgy. No. 35, Gabu Sur","01","0128","012812"
"246","012812026","Bgy. No. 32-C La Paz East","01","0128","012812"
"247","012812027","Bgy. No. 33-B, La Paz Proper","01","0128","012812"
"248","012812028","Bgy. No. 32-B, La Paz West","01","0128","012812"
"249","012812029","Bgy. No. 54-A, Lagui-Sail","01","0128","012812"
"250","012812030","Bgy. No. 32-A, La Paz East","01","0128","012812"
"251","012812031","Bgy. No. 33-A, La Paz Proper","01","0128","012812"
"252","012812032","Bgy. No. 52-B, Lataag","01","0128","012812"
"253","012812033","Bgy. No. 60-B, Madiladig","01","0128","012812"
"254","012812034","Bgy. No. 38-A, Mangato East","01","0128","012812"
"255","012812035","Bgy. No. 38-B, Mangato West","01","0128","012812"
"256","012812036","Bgy. No. 62-A, Navotas North","01","0128","012812"
"257","012812037","Bgy. No. 62-B, Navotas South","01","0128","012812"
"258","012812038","Bgy. No. 46, Nalbo","01","0128","012812"
"259","012812039","Bgy. No. 51-A, Nangalisan East","01","0128","012812"
"260","012812040","Bgy. No. 51-B, Nangalisan West","01","0128","012812"
"261","012812041","Bgy. No. 24, Nstra. Sra. De Consolacion (Pob.)","01","0128","012812"
"262","012812042","Bgy. No. 7-A, Nstra. Sra. De Natividad (Pob.)","01","0128","012812"
"263","012812043","Bgy. No. 7-B, Nstra. Sra. De Natividad (Pob.)","01","0128","012812"
"264","012812044","Bgy. No. 27, Nstra. Sra. De Soledad (Pob.)","01","0128","012812"
"265","012812045","Bgy. No. 13, Nstra. Sra. De Visitacion (Pob.)","01","0128","012812"
"266","012812046","Bgy. No. 3, Nstra. Sra. Del Rosario (Pob.)","01","0128","012812"
"267","012812047","Bgy. No. 57, Pila","01","0128","012812"
"268","012812048","Bgy. No. 49-B, Raraburan","01","0128","012812"
"269","012812049","Bgy. No. 53, Rioeng","01","0128","012812"
"270","012812050","Bgy. No. 55-B, Salet-Bulangon","01","0128","012812"
"271","012812053","Bgy. No. 6, San Agustin (Pob.)","01","0128","012812"
"272","012812054","Bgy. No. 22, San Andres (Pob.)","01","0128","012812"
"273","012812055","Bgy. No. 28, San Bernardo (Pob.)","01","0128","012812"
"274","012812056","Bgy. No. 17, San Francisco (Pob.)","01","0128","012812"
"275","012812057","Bgy. No. 4, San Guillermo (Pob.)","01","0128","012812"
"276","012812058","Bgy. No. 15, San Guillermo (Pob.)","01","0128","012812"
"277","012812059","Bgy. No. 12, San Isidro (Pob.)","01","0128","012812"
"278","012812060","Bgy. No. 16, San Jacinto (Pob.)","01","0128","012812"
"279","012812061","Bgy. No. 10, San Jose (Pob.)","01","0128","012812"
"280","012812062","Bgy. No. 1, San Lorenzo (Pob.)","01","0128","012812"
"281","012812063","Bgy. No. 26, San Marcelino (Pob.)","01","0128","012812"
"282","012812064","Bgy. No. 52-A, San Mateo","01","0128","012812"
"283","012812065","Bgy. No. 23, San Matias (Pob.)","01","0128","012812"
"284","012812066","Bgy. No. 20, San Miguel (Pob.)","01","0128","012812"
"285","012812067","Bgy. No. 21, San Pedro (Pob.)","01","0128","012812"
"286","012812068","Bgy. No. 5, San Pedro (Pob.)","01","0128","012812"
"287","012812069","Bry. No. 18, San Quirino (Pob.)","01","0128","012812"
"288","012812070","Bgy. No. 8, San Vicente (Pob.)","01","0128","012812"
"289","012812071","Bgy. No. 9, Santa Angela (Pob.)","01","0128","012812"
"290","012812072","Bgy. No. 11, Santa Balbina (Pob.)","01","0128","012812"
"291","012812073","Bgy. No. 25, Santa Cayetana (Pob.)","01","0128","012812"
"292","012812074","Bgy. No. 2, Santa Joaquina (Pob.)","01","0128","012812"
"293","012812075","Bgy. No. 19, Santa Marcela (Pob.)","01","0128","012812"
"294","012812076","Bgy. No. 30-B, Santa Maria","01","0128","012812"
"295","012812077","Bgy. No. 39, Santa Rosa","01","0128","012812"
"296","012812078","Bgy. No. 14, Santo Tomas (Pob.)","01","0128","012812"
"297","012812079","Bgy. No. 29, Santo Tomas (Pob.)","01","0128","012812"
"298","012812080","Bgy. No. 30-A, Suyo","01","0128","012812"
"299","012812081","Bgy. No. 31, Talingaan","01","0128","012812"
"300","012812082","Bgy. No. 45, Tangid","01","0128","012812"
"301","012812083","Bgy. No. 55-C, Vira","01","0128","012812"
"302","012812084","Bgy. No. 44, Zamboanga","01","0128","012812"
"303","012813001","Pacifico (Agunit)","01","0128","012813"
"304","012813003","Imelda (Capariaan)","01","0128","012813"
"305","012813004","Elizabeth (Culao)","01","0128","012813"
"306","012813005","Daquioag","01","0128","012813"
"307","012813006","Escoda","01","0128","012813"
"308","012813007","Ferdinand","01","0128","012813"
"309","012813008","Fortuna","01","0128","012813"
"310","012813009","Lydia (Pob.)","01","0128","012813"
"311","012813010","Mabuti","01","0128","012813"
"312","012813011","Valdez (Biding)","01","0128","012813"
"313","012813012","Tabucbuc (Ragas)","01","0128","012813"
"314","012813013","Santiago","01","0128","012813"
"315","012813014","Cacafean","01","0128","012813"
"316","012814001","Acnam","01","0128","012814"
"317","012814002","Barangobong","01","0128","012814"
"318","012814003","Barikir","01","0128","012814"
"319","012814004","Bugayong","01","0128","012814"
"320","012814005","Cabittauran","01","0128","012814"
"321","012814006","Caray","01","0128","012814"
"322","012814007","Garnaden","01","0128","012814"
"323","012814008","Naguillan (Pagpag-ong)","01","0128","012814"
"324","012814009","Poblacion","01","0128","012814"
"325","012814010","Santo Niño","01","0128","012814"
"326","012814011","Uguis","01","0128","012814"
"327","012815001","Aggasi","01","0128","012815"
"328","012815003","Baduang","01","0128","012815"
"329","012815004","Balaoi","01","0128","012815"
"330","012815005","Burayoc","01","0128","012815"
"331","012815006","Caunayan","01","0128","012815"
"332","012815007","Dampig","01","0128","012815"
"333","012815008","Ligaya","01","0128","012815"
"334","012815010","Pancian","01","0128","012815"
"335","012815011","Pasaleng","01","0128","012815"
"336","012815012","Poblacion 1","01","0128","012815"
"337","012815013","Poblacion 2","01","0128","012815"
"338","012815014","Saguigui","01","0128","012815"
"339","012815015","Saud","01","0128","012815"
"340","012815016","Subec","01","0128","012815"
"341","012815017","Tarrag","01","0128","012815"
"342","012815018","Caparispisan","01","0128","012815"
"343","012816001","Bacsil","01","0128","012816"
"344","012816002","Cabagoan","01","0128","012816"
"345","012816003","Cabangaran","01","0128","012816"
"346","012816004","Callaguip","01","0128","012816"
"347","012816005","Cayubog","01","0128","012816"
"348","012816006","Dolores","01","0128","012816"
"349","012816007","Laoa","01","0128","012816"
"350","012816008","Masintoc","01","0128","012816"
"351","012816009","Monte","01","0128","012816"
"352","012816010","Mumulaan","01","0128","012816"
"353","012816011","Nagbacalan","01","0128","012816"
"354","012816012","Nalasin","01","0128","012816"
"355","012816013","Nanguyudan","01","0128","012816"
"356","012816014","Oaig-Upay-Abulao","01","0128","012816"
"357","012816015","Pambaran","01","0128","012816"
"358","012816016","Pannaratan (Pob.)","01","0128","012816"
"359","012816017","Paratong","01","0128","012816"
"360","012816018","Pasil","01","0128","012816"
"361","012816019","Salbang (Pob.)","01","0128","012816"
"362","012816020","San Agustin","01","0128","012816"
"363","012816021","San Blas (Pob.)","01","0128","012816"
"364","012816022","San Juan","01","0128","012816"
"365","012816025","San Pedro","01","0128","012816"
"366","012816028","San Roque (Pob.)","01","0128","012816"
"367","012816029","Sangladan Pob. (Nalbuan)","01","0128","012816"
"368","012816030","Santa Rita (Pob.)","01","0128","012816"
"369","012816031","Sideg","01","0128","012816"
"370","012816032","Suba","01","0128","012816"
"371","012816033","Sungadan","01","0128","012816"
"372","012816034","Surgui","01","0128","012816"
"373","012816035","Veronica","01","0128","012816"
"374","012817001","Batuli","01","0128","012817"
"375","012817002","Binsang","01","0128","012817"
"376","012817003","Nalvo (Cababaan-Nalvo)","01","0128","012817"
"377","012817004","Caruan","01","0128","012817"
"378","012817005","Carusikis","01","0128","012817"
"379","012817006","Carusipan","01","0128","012817"
"380","012817007","Dadaeman","01","0128","012817"
"381","012817008","Darupidip","01","0128","012817"
"382","012817009","Davila","01","0128","012817"
"383","012817010","Dilanis","01","0128","012817"
"384","012817011","Dilavo","01","0128","012817"
"385","012817012","Estancia","01","0128","012817"
"386","012817014","Naglicuan","01","0128","012817"
"387","012817015","Nagsanga","01","0128","012817"
"388","012817016","Ngabangab","01","0128","012817"
"389","012817017","Pangil","01","0128","012817"
"390","012817018","Poblacion 1","01","0128","012817"
"391","012817019","Poblacion 2","01","0128","012817"
"392","012817020","Poblacion 3","01","0128","012817"
"393","012817021","Poblacion 4","01","0128","012817"
"394","012817022","Pragata (Pragata-Bungro)","01","0128","012817"
"395","012817023","Puyupuyan","01","0128","012817"
"396","012817024","Sulongan","01","0128","012817"
"397","012817025","Salpad","01","0128","012817"
"398","012817026","San Juan","01","0128","012817"
"399","012817027","Santa Catalina","01","0128","012817"
"400","012817028","Santa Matilde","01","0128","012817"
"401","012817029","Sapat","01","0128","012817"
"402","012817030","Sulbec","01","0128","012817"
"403","012817031","Surong","01","0128","012817"
"404","012817032","Susugaen","01","0128","012817"
"405","012817033","Tabungao","01","0128","012817"
"406","012817034","Tadao","01","0128","012817"
"407","012818001","Ab-abut","01","0128","012818"
"408","012818002","Abucay","01","0128","012818"
"409","012818003","Anao (Pob.)","01","0128","012818"
"410","012818004","Arua-ay","01","0128","012818"
"411","012818005","Bimmanga","01","0128","012818"
"412","012818006","Boyboy","01","0128","012818"
"413","012818007","Cabaroan (Pob.)","01","0128","012818"
"414","012818008","Calambeg","01","0128","012818"
"415","012818009","Callusa","01","0128","012818"
"416","012818010","Dupitac","01","0128","012818"
"417","012818011","Estancia","01","0128","012818"
"418","012818012","Gayamat","01","0128","012818"
"419","012818013","Lagandit","01","0128","012818"
"420","012818014","Libnaoan","01","0128","012818"
"421","012818015","Loing (Pob.)","01","0128","012818"
"422","012818016","Maab-abaca","01","0128","012818"
"423","012818017","Mangitayag","01","0128","012818"
"424","012818018","Maruaya","01","0128","012818"
"425","012818019","San Antonio","01","0128","012818"
"426","012818020","Santa Maria","01","0128","012818"
"427","012818021","Sucsuquen","01","0128","012818"
"428","012818022","Tangaoan","01","0128","012818"
"429","012818023","Tonoton","01","0128","012818"
"430","012819001","Aglipay","01","0128","012819"
"431","012819002","Apatut-Lubong","01","0128","012819"
"432","012819003","Badio","01","0128","012819"
"433","012819004","Barbar","01","0128","012819"
"434","012819005","Buanga","01","0128","012819"
"435","012819006","Bulbulala","01","0128","012819"
"436","012819007","Bungro","01","0128","012819"
"437","012819008","Cabaroan","01","0128","012819"
"438","012819009","Capangdanan","01","0128","012819"
"439","012819010","Dalayap","01","0128","012819"
"440","012819011","Darat","01","0128","012819"
"441","012819012","Gulpeng","01","0128","012819"
"442","012819013","Liliputen","01","0128","012819"
"443","012819014","Lumbaan-Bicbica","01","0128","012819"
"444","012819015","Nagtrigoan","01","0128","012819"
"445","012819016","Pagdilao (Pob.)","01","0128","012819"
"446","012819017","Pugaoan","01","0128","012819"
"447","012819018","Puritac","01","0128","012819"
"448","012819019","Sacritan","01","0128","012819"
"449","012819020","Salanap","01","0128","012819"
"450","012819021","Santo Tomas","01","0128","012819"
"451","012819022","Tartarabang","01","0128","012819"
"452","012819023","Puzol","01","0128","012819"
"453","012819024","Upon","01","0128","012819"
"454","012819025","Valbuena (Pob.)","01","0128","012819"
"455","012820001","San Francisco (Pob.)","01","0128","012820"
"456","012820002","San Ildefonso (Pob.)","01","0128","012820"
"457","012820003","San Agustin","01","0128","012820"
"458","012820004","San Baltazar (Pob.)","01","0128","012820"
"459","012820005","San Bartolome (Pob.)","01","0128","012820"
"460","012820006","San Cayetano (Pob.)","01","0128","012820"
"461","012820007","San Eugenio (Pob.)","01","0128","012820"
"462","012820008","San Fernando (Pob.)","01","0128","012820"
"463","012820009","San Gregorio (Pob.)","01","0128","012820"
"464","012820010","San Guillermo","01","0128","012820"
"465","012820011","San Jose (Pob.)","01","0128","012820"
"466","012820012","San Juan Bautista (Pob.)","01","0128","012820"
"467","012820013","San Lorenzo","01","0128","012820"
"468","012820014","San Lucas (Pob.)","01","0128","012820"
"469","012820015","San Marcos (Payas)","01","0128","012820"
"470","012820016","San Miguel (Pob.)","01","0128","012820"
"471","012820017","San Pablo","01","0128","012820"
"472","012820018","San Paulo (Pob.)","01","0128","012820"
"473","012820019","San Pedro (Bingao)","01","0128","012820"
"474","012820020","San Rufino (Pob.)","01","0128","012820"
"475","012820021","San Silvestre (Pob.)","01","0128","012820"
"476","012820022","Santa Asuncion (Samac)","01","0128","012820"
"477","012820023","Santa Cecilia (Barabar)","01","0128","012820"
"478","012820024","Santa Monica (Nagrebcan)","01","0128","012820"
"479","012821001","San Agustin (Pob.)","01","0128","012821"
"480","012821002","San Andres","01","0128","012821"
"481","012821003","San Antonio","01","0128","012821"
"482","012821004","San Bernabe","01","0128","012821"
"483","012821005","San Cristobal","01","0128","012821"
"484","012821006","San Felipe","01","0128","012821"
"485","012821007","San Francisco (Pob.)","01","0128","012821"
"486","012821008","San Isidro","01","0128","012821"
"487","012821009","San Joaquin (Pob.)","01","0128","012821"
"488","012821010","San Jose","01","0128","012821"
"489","012821011","San Juan","01","0128","012821"
"490","012821012","San Leandro (Pob.)","01","0128","012821"
"491","012821014","San Lorenzo","01","0128","012821"
"492","012821015","San Manuel","01","0128","012821"
"493","012821016","San Marcos","01","0128","012821"
"494","012821017","San Nicolas","01","0128","012821"
"495","012821018","San Pedro","01","0128","012821"
"496","012821019","San Roque","01","0128","012821"
"497","012821020","San Vicente (Pob.)","01","0128","012821"
"498","012821021","Santa Barbara (Pob.)","01","0128","012821"
"499","012821022","Santa Magdalena","01","0128","012821"
"500","012821023","Santa Rosa","01","0128","012821"
"501","012821024","Santo Santiago","01","0128","012821"
"502","012821025","Santo Tomas","01","0128","012821"
"503","012822001","Aguitap","01","0128","012822"
"504","012822002","Bagbag","01","0128","012822"
"505","012822003","Bagbago","01","0128","012822"
"506","012822004","Barcelona","01","0128","012822"
"507","012822005","Bubuos","01","0128","012822"
"508","012822006","Capurictan","01","0128","012822"
"509","012822007","Catangraran","01","0128","012822"
"510","012822008","Darasdas","01","0128","012822"
"511","012822009","Juan (Pob.)","01","0128","012822"
"512","012822010","Laureta (Pob.)","01","0128","012822"
"513","012822011","Lipay","01","0128","012822"
"514","012822012","Maananteng","01","0128","012822"
"515","012822013","Manalpac","01","0128","012822"
"516","012822014","Mariquet","01","0128","012822"
"517","012822015","Nagpatpatan","01","0128","012822"
"518","012822016","Nalasin","01","0128","012822"
"519","012822017","Puttao","01","0128","012822"
"520","012822018","San Juan","01","0128","012822"
"521","012822019","San Julian","01","0128","012822"
"522","012822020","Santa Ana","01","0128","012822"
"523","012822021","Santiago","01","0128","012822"
"524","012822022","Talugtog","01","0128","012822"
"525","012823001","Abkir","01","0128","012823"
"526","012823003","Alsem","01","0128","012823"
"527","012823005","Bago","01","0128","012823"
"528","012823010","Bulbulala","01","0128","012823"
"529","012823011","Cabangaran","01","0128","012823"
"530","012823012","Cabayo","01","0128","012823"
"531","012823013","Cabisocolan","01","0128","012823"
"532","012823014","Canaam","01","0128","012823"
"533","012823015","Columbia","01","0128","012823"
"534","012823016","Dagupan","01","0128","012823"
"535","012823017","Pedro F. Alviar (Diaton)","01","0128","012823"
"536","012823019","Dipilat","01","0128","012823"
"537","012823022","Esperanza","01","0128","012823"
"538","012823023","Ester","01","0128","012823"
"539","012823024","Isic Isic","01","0128","012823"
"540","012823027","Lubnac","01","0128","012823"
"541","012823028","Mabanbanag","01","0128","012823"
"542","012823030","Alejo Malasig","01","0128","012823"
"543","012823031","Manarang","01","0128","012823"
"544","012823033","Margaay","01","0128","012823"
"545","012823035","Namoroc","01","0128","012823"
